MATR_ALUNO,ANO,MEDIA_FINAL,SITUACAO,COD_ATIV_CURRIC,FREQUENCIA,SIGLA
100,2018,0,R-nota,CI067,100,Reprovado
100,2018,0,Reprovado por Frequencia,CI210,50,Repr. Freq
100,2019,0,Reprovado por Frequencia,CI056,0,Repr. Freq
100,2019,0,Reprovado por Frequencia,CI067,50,Repr. Freq
100,2019,0,Reprovado por Frequencia,CI210,0,Repr. Freq
100,2019,0,Reprovado por Frequencia,CI056,0,Repr. Freq
100,2019,0,Reprovado por Frequencia,CMA211,"33,3333333333333",Repr. Freq
100,2019,0,Reprovado por Frequencia,CM304,0,Repr. Freq
100,2020,9999,Matrícula,CI1056,100,Matricula
100,2020,9999,Matrícula,CI169,100,Matricula
100,2020,9999,Matrícula,CI1210,100,Matricula
101,2017,29,R-nota,CI055,"96,6666666666667",Reprovado
101,2017,70,Aprovado,CM201,100,Aprovado
101,2017,50,Aprovado,CI068,100,Aprovado
101,2017,50,Aprovado,CM045,100,Aprovado
101,2017,10,Reprovado por Frequencia,CM046,"66,6666666666667",Repr. Freq
101,2017,28,R-nota,CI055,"93,3333333333333",Reprovado
101,2017,78,Aprovado,CM202,"96,6666666666667",Aprovado
101,2017,73,Aprovado,CM100,100,Aprovado
101,2017,35,R-nota,CI210,"83,3333333333333",Reprovado
101,2018,9999,Cancelado,CM005,100,Cancelado
101,2018,76,Aprovado,CI055,"93,3333333333333",Aprovado
101,2018,29,R-nota,CI237,"83,3333333333333",Reprovado
101,2018,70,Aprovado,CI210,"96,6666666666667",Aprovado
101,2018,67,Aprovado,CM005,"93,3333333333333",Aprovado
101,2018,61,Aprovado,CI056,"96,6666666666667",Aprovado
101,2018,28,R-nota,CI237,"83,3333333333333",Reprovado
101,2018,9999,Cancelado,CI067,100,Cancelado
101,2018,24,R-nota,CI212,95,Reprovado
101,2018,50,Aprovado,CI064,100,Aprovado
101,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
101,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
101,2019,59,Aprovado,CI1057,"96,6666666666667",Aprovado
101,2019,81,Aprovado,CI1212,"96,6666666666667",Aprovado
101,2019,9999,Equivalência de Disciplina,CMA111,100,Equivale
101,2019,9999,Equivalência de Disciplina,CMA211,100,Equivale
101,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
101,2019,9999,Equivalência de Disciplina,CM304,100,Equivale
101,2019,14,R-nota,CE009,"83,3333333333333",Reprovado
101,2019,9999,Equivalência de Disciplina,CM303,100,Equivale
101,2019,68,Aprovado,CI1237,80,Aprovado
101,2019,33,R-nota,CI067,"83,3333333333333",Reprovado
101,2019,9999,Equivalência de Disciplina,CI1210,100,Equivale
101,2019,9999,Equivalência de Disciplina,CI1064,100,Equivale
101,2019,23,R-nota,CI1165,100,Reprovado
101,2019,72,Aprovado,CI1162,"86,6666666666667",Aprovado
101,2019,70,Aprovado,CI166,"83,3333333333333",Aprovado
101,2019,33,R-nota,CI067,100,Reprovado
101,2020,78,Aprovado,CI1001,100,Aprovado
101,2020,9999,Equivalência de Disciplina,CI1003,100,Equivale
101,2020,9999,Matrícula,CE009,100,Matricula
101,2020,9999,Matrícula,CI1059,100,Matricula
101,2020,9999,Matrícula,CI1001,100,Matricula
102,2017,70,Aprovado,CI055,"96,6666666666667",Aprovado
102,2017,59,Aprovado,CM041,100,Aprovado
102,2017,90,Aprovado,CI068,"96,6666666666667",Aprovado
102,2017,45,R-nota,CM045,"96,6666666666667",Reprovado
102,2017,65,Aprovado,CM046,"93,3333333333333",Aprovado
102,2017,9999,Aprovado sem nota,HONORS1,0,Aprov s/n
102,2017,68,Aprovado,CI056,"96,6666666666667",Aprovado
102,2017,60,Aprovado,CM202,"93,3333333333333",Aprovado
102,2017,20,Reprov Conhecimento,CM045,100,Rep Conhec
102,2017,80,Aprovado,CI237,"96,6666666666667",Aprovado
102,2017,20,R-nota,CI067,"76,6666666666667",Reprovado
102,2017,43,R-nota,CI210,"76,6666666666667",Reprovado
102,2018,85,Aprovado,CI057,100,Aprovado
102,2018,9999,Equivalência de Disciplina,CM201,100,Equivale
102,2018,38,R-nota,CM045,90,Reprovado
102,2018,89,Aprovado,CI067,100,Aprovado
102,2018,70,Aprovado,CI210,"83,3333333333333",Aprovado
102,2018,76,Aprovado,CI064,100,Aprovado
102,2018,62,Aprovado,CE003,90,Aprovado
102,2018,70,Aprovado,CM045,100,Aprovado
102,2018,7,R-nota,CI164,"86,6666666666667",Reprovado
102,2018,70,Aprovado,CI166,90,Aprovado
102,2018,77,Aprovado,CI212,95,Aprovado
102,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
102,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
102,2019,9999,Equivalência de Disciplina,CI1057,100,Equivale
102,2019,9999,Cancelado,CI1065,100,Cancelado
102,2019,9999,Equivalência de Disciplina,CI1212,100,Equivale
102,2019,9999,Equivalência de Disciplina,CMA111,100,Equivale
102,2019,9999,Equivalência de Disciplina,CMA211,100,Equivale
102,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
102,2019,9999,Equivalência de Disciplina,CM304,100,Equivale
102,2019,33,R-nota,CI1162,"98,3333333333333",Reprovado
102,2019,9999,Equivalência de Disciplina,CI1003,100,Equivale
102,2019,9999,Equivalência de Disciplina,CE009,100,Equivale
102,2019,9999,Cancelado,CI1059,100,Cancelado
102,2019,9999,Equivalência de Disciplina,CI1237,100,Equivale
102,2019,23,R-nota,CI1062,90,Reprovado
102,2019,9999,Equivalência de Disciplina,CI1001,100,Equivale
102,2019,9999,Equivalência de Disciplina,CI1002,100,Equivale
102,2019,9999,Equivalência de Disciplina,CI1210,100,Equivale
102,2019,40,R-nota,CI1058,90,Reprovado
102,2019,9999,Equivalência de Disciplina,CI1064,100,Equivale
102,2019,9999,Trancamento Total,CI1165,100,Tr. Total
102,2019,9999,Trancamento Total,CM303,100,Tr. Total
102,2019,9999,Trancamento Total,CI1059,100,Tr. Total
102,2019,9999,Trancamento Total,TRT001,0,Tr. Total
102,2020,9999,Trancamento Total,TRT001,0,Tr. Total
103,2017,85,Aprovado,CI055,100,Aprovado
103,2017,70,Aprovado,CM201,100,Aprovado
103,2017,75,Aprovado,CI068,"96,6666666666667",Aprovado
103,2017,53,Aprovado,CM045,100,Aprovado
103,2017,68,Aprovado,CM046,100,Aprovado
103,2017,42,R-nota,CM005,"96,6666666666667",Reprovado
103,2017,81,Aprovado,CI056,"96,6666666666667",Aprovado
103,2017,88,Aprovado,CM202,100,Aprovado
103,2017,90,Aprovado,CI067,100,Aprovado
103,2017,72,Aprovado,CI210,90,Aprovado
103,2018,58,Aprovado,CM005,100,Aprovado
103,2018,84,Aprovado,CI057,90,Aprovado
103,2018,70,Aprovado,CI237,"86,6666666666667",Aprovado
103,2018,73,Aprovado,CI166,"93,3333333333333",Aprovado
103,2018,73,Aprovado,CI212,"93,3333333333333",Aprovado
103,2018,80,Aprovado,CI064,100,Aprovado
103,2018,56,Aprovado,CE003,"86,6666666666667",Aprovado
103,2018,78,Aprovado,CI164,"93,3333333333333",Aprovado
103,2018,57,Aprovado,CI058,100,Aprovado
103,2018,80,Aprovado,CI062,90,Aprovado
103,2019,69,Aprovado,CI065,"88,3333333333333",Aprovado
103,2019,82,Aprovado,CI162,"96,6666666666667",Aprovado
103,2019,88,Aprovado,SA214,"86,6666666666667",Aprovado
103,2019,76,Aprovado,CI061,90,Aprovado
103,2019,76,Aprovado,CI215,90,Aprovado
103,2019,75,Aprovado,CI220,"96,6666666666667",Aprovado
103,2019,54,Aprovado,CI165,100,Aprovado
103,2019,50,Aprovado,CI059,100,Aprovado
103,2019,80,Aprovado,CI163,80,Aprovado
103,2019,72,Aprovado,CI218,"93,3333333333333",Aprovado
103,2019,77,Aprovado,CI302,"83,3333333333333",Aprovado
103,2020,9999,Cancelado,CI1209,100,Cancelado
103,2020,9999,Matrícula,CI1012,100,Matricula
103,2020,9999,Matrícula,CI1221,100,Matricula
103,2020,9999,Matrícula,CI1219,100,Matricula
103,2020,9999,Matrícula,CI1088,100,Matricula
103,2020,100,Aprovado,CI1072,100,Aprovado
104,2017,84,Aprovado,CI055,"93,3333333333333",Aprovado
104,2017,79,Aprovado,CM201,100,Aprovado
104,2017,71,Aprovado,CI068,100,Aprovado
104,2017,59,Aprovado,CM045,100,Aprovado
104,2017,72,Aprovado,CM046,"93,3333333333333",Aprovado
104,2017,82,Aprovado,CM005,100,Aprovado
104,2017,89,Aprovado,CI056,100,Aprovado
104,2017,73,Aprovado,CM202,"96,6666666666667",Aprovado
104,2017,74,Aprovado,CI067,100,Aprovado
104,2017,73,Aprovado,CI210,"93,3333333333333",Aprovado
104,2018,79,Aprovado,CI057,100,Aprovado
104,2018,70,Aprovado,CI237,100,Aprovado
104,2018,90,Aprovado,CI166,"96,6666666666667",Aprovado
104,2018,89,Aprovado,CI212,100,Aprovado
104,2018,74,Aprovado,CI064,100,Aprovado
104,2018,70,Aprovado,CE003,"96,6666666666667",Aprovado
104,2018,76,Aprovado,CI164,"96,6666666666667",Aprovado
104,2018,79,Aprovado,CI058,100,Aprovado
104,2018,67,Aprovado,CI215,100,Aprovado
104,2018,81,Aprovado,CI062,"96,6666666666667",Aprovado
104,2019,60,Aprovado,CI065,100,Aprovado
104,2019,86,Aprovado,CI162,100,Aprovado
104,2019,75,Aprovado,CI394,"93,3333333333333",Aprovado
104,2019,76,Aprovado,CI061,"96,6666666666667",Aprovado
104,2019,91,Aprovado,CI301,100,Aprovado
104,2019,71,Aprovado,CI165,100,Aprovado
104,2019,93,Aprovado,CI209,100,Aprovado
104,2019,60,Aprovado,CI059,"93,3333333333333",Aprovado
104,2019,92,Aprovado,CI163,"96,6666666666667",Aprovado
104,2019,90,Aprovado,CI218,"96,6666666666667",Aprovado
104,2019,90,Aprovado,CI220,100,Aprovado
104,2020,90,Aprovado,CI1211,100,Aprovado
104,2020,9999,Matrícula,CI1012,100,Matricula
104,2020,9999,Matrícula,CI1211,100,Matricula
104,2020,9999,Matrícula,SA214,100,Matricula
104,2020,9999,Matrícula,CI1260,100,Matricula
105,2017,34,R-nota,CI055,100,Reprovado
105,2017,70,Aprovado,CM201,100,Aprovado
105,2017,77,Aprovado,CI068,100,Aprovado
105,2017,51,Aprovado,CM045,100,Aprovado
105,2017,73,Aprovado,CM046,"96,6666666666667",Aprovado
105,2017,56,Aprovado,CM005,100,Aprovado
105,2017,78,Aprovado,CI055,90,Aprovado
105,2017,68,Aprovado,CM202,"93,3333333333333",Aprovado
105,2017,80,Aprovado,CI166,"86,6666666666667",Aprovado
105,2017,71,Aprovado,CI210,100,Aprovado
105,2018,76,Aprovado,CI056,100,Aprovado
105,2018,65,Aprovado,CI237,"96,6666666666667",Aprovado
105,2018,85,Aprovado,CI067,"93,3333333333333",Aprovado
105,2018,84,Aprovado,CI212,100,Aprovado
105,2018,83,Aprovado,CI064,100,Aprovado
105,2018,71,Aprovado,CI057,90,Aprovado
105,2018,75,Aprovado,CE003,90,Aprovado
105,2018,87,Aprovado,CI058,100,Aprovado
105,2018,9999,Cancelado,CI215,100,Cancelado
105,2018,76,Aprovado,CI062,100,Aprovado
105,2019,56,Aprovado,CI065,100,Aprovado
105,2019,78,Aprovado,CI162,100,Aprovado
105,2019,83,Aprovado,CI164,"96,6666666666667",Aprovado
105,2019,95,Aprovado,SA214,"96,6666666666667",Aprovado
105,2019,71,Aprovado,CI215,100,Aprovado
105,2019,62,Aprovado,CI165,100,Aprovado
105,2019,78,Aprovado,CI059,100,Aprovado
105,2019,78,Aprovado,CI163,"96,6666666666667",Aprovado
105,2019,88,Aprovado,CI061,"96,6666666666667",Aprovado
105,2019,87,Aprovado,CI218,90,Aprovado
105,2019,100,Aprovado,CI220,100,Aprovado
105,2020,72,Aprovado,CI1209,100,Aprovado
105,2020,9999,Matrícula,CI1221,100,Matricula
105,2020,9999,Matrícula,CI1088,100,Matricula
106,2017,81,Aprovado,CI055,100,Aprovado
106,2017,70,Aprovado,CM201,100,Aprovado
106,2017,95,Aprovado,CI068,100,Aprovado
106,2017,64,Aprovado,CM045,100,Aprovado
106,2017,77,Aprovado,CM046,"96,6666666666667",Aprovado
106,2017,70,Aprovado,CM005,100,Aprovado
106,2017,93,Aprovado,CI056,"96,6666666666667",Aprovado
106,2017,77,Aprovado,CM202,"93,3333333333333",Aprovado
106,2017,100,Aprovado,CI067,100,Aprovado
106,2017,81,Aprovado,CI210,100,Aprovado
106,2018,91,Aprovado,CI057,90,Aprovado
106,2018,80,Aprovado,CI237,"96,6666666666667",Aprovado
106,2018,85,Aprovado,CI166,"96,6666666666667",Aprovado
106,2018,80,Aprovado,CI212,"91,6666666666667",Aprovado
106,2018,80,Aprovado,CI064,100,Aprovado
106,2018,73,Aprovado,CE003,90,Aprovado
106,2018,84,Aprovado,CI164,"86,6666666666667",Aprovado
106,2018,63,Aprovado,CI058,100,Aprovado
106,2018,92,Aprovado,CI062,"83,3333333333333",Aprovado
106,2018,85,Aprovado,CI220,90,Aprovado
106,2019,81,Aprovado,CI065,100,Aprovado
106,2019,92,Aprovado,CI162,"98,3333333333333",Aprovado
106,2019,91,Aprovado,SA214,"86,6666666666667",Aprovado
106,2019,75,Aprovado,CI061,"96,6666666666667",Aprovado
106,2019,89,Aprovado,CI215,100,Aprovado
106,2019,59,Aprovado,CI165,100,Aprovado
106,2019,53,Aprovado,CI059,"76,6666666666667",Aprovado
106,2019,79,Aprovado,CI163,75,Aprovado
106,2019,65,Aprovado,CI218,"86,6666666666667",Aprovado
106,2019,87,Aprovado,CI302,"83,3333333333333",Aprovado
106,2020,9999,Matrícula,CI1012,100,Matricula
106,2020,9999,Matrícula,CI1221,100,Matricula
106,2020,9999,Matrícula,CI1088,100,Matricula
106,2020,9999,Matrícula,CI1365,100,Matricula
106,2020,9999,Matrícula,CI1256,100,Matricula
107,2017,63,Aprovado,CI055,"93,3333333333333",Aprovado
107,2017,23,R-nota,CM201,100,Reprovado
107,2017,44,R-nota,CI068,100,Reprovado
107,2017,0,Reprovado por Frequencia,CM045,"33,3333333333333",Repr. Freq
107,2017,0,Reprovado por Frequencia,CM046,"66,6666666666667",Repr. Freq
107,2017,63,Aprovado,CI056,"93,3333333333333",Aprovado
107,2017,75,Aprovado,CI068,100,Aprovado
107,2017,0,R-nota,CI166,80,Reprovado
107,2017,38,R-nota,CI067,80,Reprovado
107,2017,17,Reprovado por Frequencia,CI064,"26,6666666666667",Repr. Freq
107,2018,50,Aprovado,CI057,"83,3333333333333",Aprovado
107,2018,30,R-nota,CM201,100,Reprovado
107,2018,19,R-nota,CM045,"83,3333333333333",Reprovado
107,2018,82,Aprovado,CI067,100,Aprovado
107,2018,0,Reprovado por Frequencia,CI210,"53,3333333333333",Repr. Freq
107,2018,32,R-nota,CM201,"93,3333333333333",Reprovado
107,2018,73,Aprovado,CM045,100,Aprovado
107,2018,70,Aprovado,CI166,"93,3333333333333",Aprovado
107,2018,27,R-nota,CI210,90,Reprovado
107,2018,29,R-nota,CI064,"83,3333333333333",Reprovado
107,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
107,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
107,2019,9999,Equivalência de Disciplina,CI1057,100,Equivale
107,2019,71,Aprovado,CMA111,"88,8888888888889",Aprovado
107,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
107,2019,60,Aprovado,CM304,"93,3333333333333",Aprovado
107,2019,9999,Equivalência de Disciplina,CI1003,100,Equivale
107,2019,9999,Equivalência de Disciplina,CI1001,100,Equivale
107,2019,9999,Equivalência de Disciplina,CI1002,100,Equivale
107,2019,59,Aprovado,CI1210,90,Aprovado
107,2019,0,Reprovado por Frequencia,CI1212,0,Repr. Freq
107,2019,45,R-nota,CMA211,"86,6666666666667",Reprovado
107,2019,73,Aprovado,CE009,"81,6666666666667",Aprovado
107,2019,73,Aprovado,CM303,100,Aprovado
107,2019,9999,Cancelado,CI1237,100,Cancelado
107,2020,9999,Matrícula,CI1212,100,Matricula
107,2020,41,R-nota,CMA211,100,Reprovado
107,2020,9999,Matrícula,CI1212,100,Matricula
107,2020,9999,Matrícula,CM042,100,Matricula
107,2020,9999,Matrícula,CI1237,100,Matricula
108,2017,32,R-nota,CI055,"93,3333333333333",Reprovado
108,2017,13,R-nota,CM201,100,Reprovado
108,2017,39,R-nota,CI068,100,Reprovado
108,2017,12,R-nota,CM045,"93,3333333333333",Reprovado
108,2017,33,R-nota,CM046,90,Reprovado
108,2017,60,Aprovado,CI055,"93,3333333333333",Aprovado
108,2017,17,R-nota,CM047,100,Reprovado
108,2017,51,Aprovado,CI068,100,Aprovado
108,2017,61,Aprovado,CI166,90,Aprovado
108,2018,75,Aprovado,CI056,100,Aprovado
108,2018,23,R-nota,CM201,100,Reprovado
108,2018,25,R-nota,CM045,"86,6666666666667",Reprovado
108,2018,29,R-nota,CI067,"86,6666666666667",Reprovado
108,2018,26,R-nota,CI210,"93,3333333333333",Reprovado
108,2018,64,Aprovado,CI057,"83,3333333333333",Aprovado
108,2018,50,Aprovado,CM201,100,Aprovado
108,2018,21,R-nota,CM045,100,Reprovado
108,2018,50,Aprovado,CI067,"76,6666666666667",Aprovado
108,2018,25,R-nota,CI210,100,Reprovado
108,2018,13,R-nota,CI064,"83,3333333333333",Reprovado
108,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
108,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
108,2019,9999,Equivalência de Disciplina,CI1057,100,Equivale
108,2019,0,R-nota,CM202,"83,3333333333333",Reprovado
108,2019,9999,Equivalência de Disciplina,CMA111,100,Equivale
108,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
108,2019,0,Reprov Conhecimento,CM304,100,Rep Conhec
108,2019,9999,Equivalência de Disciplina,CI1003,100,Equivale
108,2019,9999,Equivalência de Disciplina,CI1001,100,Equivale
108,2019,9999,Equivalência de Disciplina,CI1002,100,Equivale
108,2019,57,Aprovado,CI210,"93,3333333333333",Aprovado
108,2019,10,Reprovado por Frequencia,CI064,"63,3333333333333",Repr. Freq
108,2019,70,Aprovado,CI1212,"96,6666666666667",Aprovado
108,2019,40,R-nota,CMA211,"86,6666666666667",Reprovado
108,2019,38,R-nota,CM304,80,Reprovado
108,2019,70,Aprovado,CE009,"93,3333333333333",Aprovado
108,2019,35,R-nota,CM303,100,Reprovado
108,2019,9999,Equivalência de Disciplina,CI1210,100,Equivale
108,2020,70,Aprovado,CM005,100,Aprovado
108,2020,55,Aprovado,CMA211,100,Aprovado
108,2020,9999,Matrícula,CM304,100,Matricula
108,2020,9999,Matrícula,CM303,100,Matricula
108,2020,9999,Matrícula,CI1059,100,Matricula
109,2017,87,Aprovado,CI055,100,Aprovado
109,2017,82,Aprovado,CM201,100,Aprovado
109,2017,76,Aprovado,CI068,"93,3333333333333",Aprovado
109,2017,67,Aprovado,CM045,"86,6666666666667",Aprovado
109,2017,82,Aprovado,CM046,100,Aprovado
109,2017,70,Aprovado,CM005,100,Aprovado
109,2017,94,Aprovado,CI056,"93,3333333333333",Aprovado
109,2017,82,Aprovado,CM202,100,Aprovado
109,2017,9999,Cancelado,CI166,100,Cancelado
109,2017,93,Aprovado,CI067,100,Aprovado
109,2017,76,Aprovado,CI210,"76,6666666666667",Aprovado
109,2018,82,Aprovado,CI057,"93,3333333333333",Aprovado
109,2018,74,Aprovado,CI237,90,Aprovado
109,2018,99,Aprovado,CI166,"96,6666666666667",Aprovado
109,2018,92,Aprovado,CI212,"93,3333333333333",Aprovado
109,2018,92,Aprovado,CI064,100,Aprovado
109,2018,74,Aprovado,CE003,"93,3333333333333",Aprovado
109,2018,87,Aprovado,CI164,"93,3333333333333",Aprovado
109,2018,75,Aprovado,CI058,100,Aprovado
109,2018,79,Aprovado,CI062,"88,3333333333333",Aprovado
109,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1057,100,Equivale
109,2019,70,Aprovado,CI065,100,Aprovado
109,2019,9999,Equivalência de Disciplina,CI1212,100,Equivale
109,2019,9999,Equivalência de Disciplina,CMA111,100,Equivale
109,2019,9999,Equivalência de Disciplina,CMA211,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
109,2019,9999,Equivalência de Disciplina,CM304,100,Equivale
109,2019,82,Aprovado,CI162,"93,3333333333333",Aprovado
109,2019,9999,Equivalência de Disciplina,CI1003,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1164,100,Equivale
109,2019,9999,Equivalência de Disciplina,CE009,100,Equivale
109,2019,9999,Equivalência de Disciplina,CM303,100,Equivale
109,2019,55,Aprovado,CI059,"86,6666666666667",Aprovado
109,2019,9999,Equivalência de Disciplina,CI1237,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1062,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1001,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1002,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1210,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1058,100,Equivale
109,2019,89,Aprovado,CI215,90,Aprovado
109,2019,9999,Equivalência de Disciplina,CI1064,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1065,100,Equivale
109,2019,70,Aprovado,CI171,100,Aprovado
109,2019,75,Aprovado,CI1218,90,Aprovado
109,2019,85,Aprovado,CI1211,100,Aprovado
109,2019,9999,Equivalência de Disciplina,CI1162,100,Equivale
109,2019,90,Aprovado,CI1100,100,Aprovado
109,2019,83,Aprovado,CI1209,100,Aprovado
109,2019,9999,Equivalência de Disciplina,CI1059,100,Equivale
109,2019,9999,Equivalência de Disciplina,CI1215,100,Equivale
109,2020,9999,Equivalência de Disciplina,CI1171,100,Equivale
109,2020,9999,Matrícula,CI1350,100,Matricula
109,2020,9999,Matrícula,CI1238,100,Matricula
109,2020,9999,Matrícula,CI1316,100,Matricula
110,2017,82,Aprovado,CI055,100,Aprovado
110,2017,90,Aprovado,CM201,100,Aprovado
110,2017,78,Aprovado,CI068,100,Aprovado
110,2017,60,Aprovado,CM045,100,Aprovado
110,2017,83,Aprovado,CM046,100,Aprovado
110,2017,70,Aprovado,CM005,100,Aprovado
110,2017,69,Aprovado,CI056,"96,6666666666667",Aprovado
110,2017,63,Aprovado,CM202,"93,3333333333333",Aprovado
110,2017,93,Aprovado,CI166,80,Aprovado
110,2017,80,Aprovado,CI067,"96,6666666666667",Aprovado
110,2017,77,Aprovado,CI210,"86,6666666666667",Aprovado
110,2018,4,R-nota,CI057,80,Reprovado
110,2018,85,Aprovado,CI237,100,Aprovado
110,2018,64,Aprovado,CI212,95,Aprovado
110,2018,50,Aprovado,CI064,80,Aprovado
110,2018,51,Aprovado,CE003,80,Aprovado
110,2018,78,Aprovado,CI164,"96,6666666666667",Aprovado
110,2018,78,Aprovado,CI058,"96,6666666666667",Aprovado
110,2018,46,R-nota,CI215,100,Reprovado
110,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
110,2019,88,Aprovado,CI1057,100,Aprovado
110,2019,9999,Equivalência de Disciplina,CI1212,100,Equivale
110,2019,9999,Equivalência de Disciplina,CMA111,100,Equivale
110,2019,9999,Equivalência de Disciplina,CMA211,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
110,2019,9999,Equivalência de Disciplina,CM304,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1003,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1164,100,Equivale
110,2019,9999,Equivalência de Disciplina,CE009,100,Equivale
110,2019,9999,Equivalência de Disciplina,CM303,100,Equivale
110,2019,55,Aprovado,CI1059,"93,3333333333333",Aprovado
110,2019,9999,Equivalência de Disciplina,CI1237,100,Equivale
110,2019,74,Aprovado,CI1062,80,Aprovado
110,2019,9999,Equivalência de Disciplina,CI1001,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1002,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1210,100,Equivale
110,2019,9999,Equivalência de Disciplina,CI1058,100,Equivale
110,2019,60,Aprovado,CI1061,90,Aprovado
110,2019,50,Aprovado,CI1215,80,Aprovado
110,2019,9999,Equivalência de Disciplina,CI1064,100,Equivale
110,2019,70,Aprovado,CI1165,100,Aprovado
110,2019,70,Aprovado,CI1218,"83,3333333333333",Aprovado
110,2019,63,Aprovado,CI1162,"93,3333333333333",Aprovado
110,2019,84,Aprovado,CI1350,"93,3333333333333",Aprovado
110,2020,77,Aprovado,CI1209,100,Aprovado
110,2020,9999,Matrícula,CI1065,100,Matricula
110,2020,9999,Matrícula,CI1221,100,Matricula
110,2020,9999,Matrícula,CI1100,100,Matricula
110,2020,9999,Matrícula,CI1238,100,Matricula
110,2020,9999,Matrícula,CI1394,100,Matricula
110,2020,9999,Matrícula,CI1219,100,Matricula
111,2017,31,R-nota,CI055,"86,6666666666667",Reprovado
111,2017,65,Aprovado,CM201,100,Aprovado
111,2017,84,Aprovado,CI068,100,Aprovado
111,2017,50,Aprovado,CM045,"83,3333333333333",Aprovado
111,2017,54,Aprovado,CM046,"93,3333333333333",Aprovado
111,2017,27,R-nota,CM005,"96,6666666666667",Reprovado
111,2017,85,Aprovado,CI055,100,Aprovado
111,2017,55,Aprovado,CM202,"93,3333333333333",Aprovado
111,2017,92,Aprovado,CI166,90,Aprovado
111,2017,17,Reprovado por Frequencia,CI210,"46,6666666666667",Repr. Freq
111,2018,92,Aprovado,CI056,100,Aprovado
111,2018,100,Aprovado,CI067,100,Aprovado
111,2018,74,Aprovado,CI210,"86,6666666666667",Aprovado
111,2018,12,R-nota,CI064,80,Reprovado
111,2018,66,Aprovado,CI057,80,Aprovado
111,2018,33,R-nota,CI237,"78,3333333333333",Reprovado
111,2018,42,R-nota,CI212,"93,3333333333333",Reprovado
111,2018,66,Aprovado,CI064,100,Aprovado
111,2019,9999,Equivalência de Disciplina,CI1055,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1056,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1057,100,Equivale
111,2019,70,Aprovado,CI1212,"96,6666666666667",Aprovado
111,2019,9999,Equivalência de Disciplina,CMA111,100,Equivale
111,2019,9999,Equivalência de Disciplina,CMA211,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1068,100,Equivale
111,2019,9999,Equivalência de Disciplina,CM304,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1003,100,Equivale
111,2019,42,R-nota,CE009,"93,3333333333333",Reprovado
111,2019,75,Aprovado,CI1237,90,Aprovado
111,2019,9999,Equivalência de Disciplina,CI1001,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1002,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1210,100,Equivale
111,2019,9999,Equivalência de Disciplina,CI1064,100,Equivale
111,2019,23,R-nota,CI1165,100,Reprovado
111,2019,8,R-nota,CI1164,"76,6666666666667",Reprovado
111,2019,71,Aprovado,CE009,"86,6666666666667",Aprovado
111,2019,63,Aprovado,CM303,100,Aprovado
111,2019,17,R-nota,CI1059,100,Reprovado
111,2020,87,Aprovado,CI1162,"76,6666666666667",Aprovado
111,2020,9999,Matrícula,CI1059,100,Matricula
111,2020,85,Aprovado,CI1215,100,Aprovado
111,2020,9999,Matrícula,CI1059,100,Matricula
111,2020,9999,Matrícula,CI1062,100,Matricula
111,2020,9999,Matrícula,CI1058,100,Matricula
111,2020,9999,Matrícula,CI1215,100,Matricula
112,2017,71,Aprovado,CI055,100,Aprovado
112,2017,77,Aprovado,CM201,100,Aprovado
112,2017,76,Aprovado,CI068,100,Aprovado
